,result,place_lat,place_lng,courier_lng,courier_lat,distance_place_to_dropoff,courier_vehicle,job_status,time_local
141,ignored,37.782298,-122.39261,-122.424622,37.761516,0.884111968,bicycle,dropoff_complete,Wednesday 17:44:07
12830,ignored,37.782298,-122.39261,-122.401153,37.786985,0.533707294,bicycle,dropoff_complete,Saturday 20:54:07
46726,rejected,37.782298,-122.39261,-122.388469,37.782405,0.418620005,bicycle,dropoff_complete,Thursday 20:56:02
68819,ignored,37.782298,-122.39261,-122.420905,37.75718,0.504719618,bicycle,dropoff_complete,Friday 19:46:32
56834,accepted,37.782253,-122.446922,-122.463079,37.77196,1.41181546,bicycle,dropoff_complete,Friday 19:02:10
56835,rejected,37.782253,-122.446922,-122.434543,37.788836,1.41181546,bicycle,dropoff_complete,Friday 19:01:47
10659,ignored,37.782244,-122.41733,-122.42093,37.775233,1.986928147,bicycle,dropoff_complete,Thursday 19:07:47
51145,ignored,37.782217,-122.447888,-122.446379,37.78196,1.172072521,bicycle,dropoff_complete,Saturday 14:00:52
20021,ignored,37.782209,-122.41014,-122.419806,37.785999,1.506647317,bicycle,dropoff_complete,Friday 19:02:07
36750,rejected,37.782207,-122.410328,-122.423122,37.794153,0.470232485,bicycle,dropoff_complete,Tuesday 20:29:38
62161,rejected,37.782207,-122.410328,-122.401991,37.781396,0.659111044,car,dropoff_complete,Sunday 18:03:25
65431,accepted,37.782207,-122.410328,-122.409522,37.780419,0.925938144,bicycle,dropoff_complete,Friday 20:30:05
70318,rejected,37.782207,-122.410328,-122.432737,37.800662,1.634861638,bicycle,dropoff_complete,Saturday 14:34:07
10244,ignored,37.782096,-122.4326,-122.422871,37.772094,2.253771119,bicycle,dropoff_complete,Saturday 20:11:43
23103,ignored,37.781973,-122.4173123,-122.421513,37.765343,2.482849142,bicycle,dropoff_complete,Saturday 12:34:12
13424,rejected,37.781957,-122.484196,-122.44998,37.766057,0.29094732,bicycle,dropoff_complete,Sunday 11:06:38
11296,rejected,37.78189159,-122.4102044,-122.410282,37.780005,2.850448465,car,dropoff_complete,Wednesday 19:21:28
22084,rejected,37.781881,-122.392336,-122.405836,37.797611,1.61542466,bicycle,dropoff_complete,Friday 19:58:47
54620,accepted,37.781862,-122.417628,-122.42934,37.772278,0.395468116,bicycle,dropoff_complete,Sunday 13:10:57
22624,ignored,37.781798,-122.409888,-122.436135,37.799875,1.316165232,bicycle,dropoff_complete,Saturday 11:25:41
54901,rejected,37.781798,-122.409888,-122.404612,37.793712,0.996535232,bicycle,dropoff_complete,Sunday 10:47:26
62642,ignored,37.781798,-122.409888,-122.401878,37.789387,0.705945177,bicycle,dropoff_complete,Sunday 10:12:58
4239,rejected,37.78174,-122.454251,-122.429124,37.775149,2.696458879,bicycle,dropoff_complete,Sunday 10:09:58
18298,accepted,37.781722,-122.446907,-122.442278,37.788639,3.035742737,car,dropoff_complete,Friday 17:40:27
30981,rejected,37.781722,-122.446907,-122.430888,37.774251,2.312939495,bicycle,dropoff_complete,Friday 20:58:55
47112,ignored,37.781722,-122.446907,-122.434278,37.789021,2.442955549,van,dropoff_complete,Thursday 17:29:47
47113,rejected,37.781722,-122.446907,-122.439119,37.80045,2.442955549,motorcycle,dropoff_complete,Thursday 17:29:24
51332,ignored,37.781722,-122.446907,-122.423247,37.766297,1.68452879,car,dropoff_complete,Wednesday 17:43:18
7087,ignored,37.781671,-122.401772,-122.427219,37.768199,10.17704577,car,dropoff_complete,Saturday 18:09:49
9310,ignored,37.781671,-122.401772,-122.400374,37.781578,3.024116812,bicycle,dispatch_failed,Friday 17:52:24
35824,ignored,37.781671,-122.401772,-122.411836,37.787826,1.887681862,car,dropoff_complete,Thursday 19:29:36
35826,ignored,37.781671,-122.401772,-122.412902,37.786167,1.887681862,bicycle,dropoff_complete,Thursday 19:28:52
37022,rejected,37.781671,-122.401772,-122.390617,37.782732,0.253288428,bicycle,dropoff_complete,Saturday 19:43:15
45613,accepted,37.781671,-122.401772,-122.397715,37.776551,0.555253872,bicycle,dropoff_complete,Thursday 17:00:40
54283,accepted,37.781671,-122.401772,-122.410023,37.775143,0.799262307,bicycle,dropoff_complete,Friday 19:07:33
54287,ignored,37.781671,-122.401772,-122.403884,37.784073,0.799262307,bicycle,dropoff_complete,Friday 19:05:58
60102,ignored,37.781671,-122.401772,-122.424359,37.761532,1.125303568,car,dropoff_complete,Monday 19:07:09
60104,rejected,37.781671,-122.401772,-122.414711,37.789686,1.125303568,bicycle,dropoff_complete,Monday 19:06:22
40421,rejected,37.781636,-122.396133,-122.403447,37.784575,0.743261452,bicycle,dropoff_complete,Friday 20:42:35
23001,rejected,37.78156674,-122.4171304,-122.420787,37.79086,0.647567696,bicycle,dropoff_complete,Monday 13:02:24
14058,accepted,37.78150343,-122.3960563,-122.395746,37.781249,1.051973676,bicycle,dropoff_complete,Friday 18:10:03
61230,ignored,37.781425,-122.39636,-122.424209,37.774371,0.515099477,car,dropoff_complete,Wednesday 20:57:53
11562,ignored,37.781416,-122.432786,-122.420383,37.784658,0.540822531,bicycle,dropoff_complete,Wednesday 14:04:14
66726,accepted,37.781416,-122.432786,-122.42227,37.78754,1.011096133,car,dropoff_complete,Wednesday 20:45:41
39320,accepted,37.781391,-122.456242,-122.435123,37.797161,8.410741009,car,dropoff_complete,Sunday 14:35:21
7012,ignored,37.7813353,-122.4062438,-122.399761,37.781161,0.414541572,bicycle,dropoff_complete,Friday 18:56:25
70731,rejected,37.781264,-122.454959,-122.421581,37.759891,0.691446162,bicycle,dropoff_complete,Monday 16:30:18
70734,rejected,37.781264,-122.454959,-122.422347,37.79859,0.691446162,bicycle,dropoff_complete,Monday 16:29:07
1500,rejected,37.781258,-122.420194,-122.429173,37.775152,1.361369756,bicycle,dropoff_complete,Saturday  9:00:59
4635,ignored,37.781258,-122.420194,,,1.207400917,bicycle,dropoff_complete,Saturday 21:45:45
4637,ignored,37.781258,-122.420194,-122.421566,37.761569,1.207400917,bicycle,dropoff_complete,Saturday 21:44:59
16480,rejected,37.781258,-122.420194,-122.414972,37.778396,0.504134951,bicycle,dropoff_complete,Tuesday 20:55:43
29265,ignored,37.781258,-122.420194,-122.417243,37.782137,0.893947022,bicycle,dropoff_complete,Tuesday 18:09:35
31663,ignored,37.781258,-122.420194,-122.409986,37.779905,0.893947022,car,dropoff_complete,Sunday 14:00:34
63271,ignored,37.781258,-122.420194,-122.444851,37.776364,0.741862344,car,dropoff_complete,Tuesday 21:00:39
6181,accepted,37.781251,-122.461911,-122.460062,37.774169,0.678521785,truck,dropoff_complete,Sunday 18:40:50
14761,accepted,37.781251,-122.461911,-122.463787,37.782246,0.585525824,car,dropoff_complete,Thursday 19:52:16
16109,rejected,37.781251,-122.461911,-122.420528,37.789588,1.780647243,bicycle,dropoff_complete,Monday 13:05:17
28936,ignored,37.781251,-122.461911,-122.470767,37.775046,0.866718804,bicycle,dropoff_complete,Saturday 11:40:44
29838,rejected,37.781251,-122.461911,-122.482717,37.783985,0.948209033,car,dropoff_complete,Friday 18:43:22
51309,accepted,37.781251,-122.461911,-122.461402,37.781112,4.6851607,car,dropoff_complete,Friday 19:21:23
31256,ignored,37.781219,-122.420526,-122.415375,37.77027,2.62097656,bicycle,dropoff_complete,Monday 17:56:16
55610,rejected,37.781219,-122.420526,-122.421339,37.793342,0.234385753,bicycle,dropoff_complete,Tuesday 12:11:41
56362,accepted,37.781145,-122.459944,-122.46036,37.774146,6.039074398,car,dropoff_complete,Friday 20:13:55
56365,rejected,37.781145,-122.459944,-122.462213,37.779784,6.039074398,car,dropoff_complete,Friday 20:12:46
3929,ignored,37.781099,-122.399615,-122.39495,37.776691,0.229768624,bicycle,dropoff_complete,Saturday 19:53:32
4824,ignored,37.781099,-122.399615,-122.401646,37.786791,1.599942613,bicycle,dropoff_complete,Friday 13:06:10
4993,ignored,37.781099,-122.399615,-122.419294,37.782984,0.989244226,bicycle,dropoff_complete,Monday  9:55:18
7300,rejected,37.781099,-122.399615,-122.406162,37.785936,0.55974871,bicycle,dropoff_complete,Wednesday 12:02:23
11159,ignored,37.781099,-122.399615,-122.413194,37.780037,1.078755242,bicycle,dropoff_complete,Friday 13:59:53
12426,accepted,37.781099,-122.399615,-122.420707,37.782292,0.903223812,car,dropoff_complete,Monday 10:07:51
13387,ignored,37.781099,-122.399615,-122.416349,37.785577,1.366852242,bicycle,dropoff_complete,Wednesday 16:55:43
16798,rejected,37.781099,-122.399615,-122.390278,37.791812,0.429249894,bicycle,dropoff_complete,Wednesday 11:48:01
17565,rejected,37.781099,-122.399615,-122.405105,37.779925,0.898704857,bicycle,dropoff_complete,Monday 11:43:19
25413,accepted,37.781099,-122.399615,-122.412301,37.784933,0.687402369,bicycle,dropoff_complete,Friday 14:14:05
27627,rejected,37.781099,-122.399615,-122.39611,37.77471,0.595867061,bicycle,dropoff_complete,Friday  8:34:32
29161,rejected,37.781099,-122.399615,-122.42086,37.79069,0.597201141,bicycle,dropoff_complete,Thursday 18:25:05
29162,rejected,37.781099,-122.399615,-122.391983,37.782164,0.597201141,bicycle,dropoff_complete,Thursday 18:24:42
29320,rejected,37.781099,-122.399615,-122.395333,37.775123,0.628985116,bicycle,dropoff_complete,Friday 17:37:10
31697,ignored,37.781099,-122.399615,-122.41349,37.787567,3.424863077,bicycle,dropoff_complete,Tuesday 15:59:12
34638,rejected,37.781099,-122.399615,-122.413271,37.787616,0.429249894,bicycle,dropoff_complete,Thursday 10:57:31
37552,accepted,37.781099,-122.399615,-122.403928,37.789794,1.08623212,bicycle,dropoff_complete,Thursday 11:24:00
37554,rejected,37.781099,-122.399615,-122.401821,37.786387,1.08623212,bicycle,dropoff_complete,Thursday 11:23:15
37556,rejected,37.781099,-122.399615,-122.401489,37.78512,1.08623212,bicycle,dropoff_complete,Thursday 11:22:29
37956,accepted,37.781099,-122.399615,-122.392306,37.779342,2.87901057,bicycle,dropoff_complete,Monday 19:55:03
38943,ignored,37.781099,-122.399615,-122.421107,37.752206,0.9899532,bicycle,dropoff_complete,Friday 18:36:25
41720,accepted,37.781099,-122.399615,-122.391408,37.787694,0.849989834,bicycle,dropoff_complete,Saturday 14:54:45
41724,ignored,37.781099,-122.399615,-122.404593,37.772992,0.849989834,bicycle,dropoff_complete,Saturday 14:53:09
42899,rejected,37.781099,-122.399615,-122.413119,37.753317,0.597201141,car,dropoff_complete,Wednesday  9:26:07
42965,accepted,37.781099,-122.399615,,,0.429249894,bicycle,dropoff_complete,Wednesday  9:56:27
42967,ignored,37.781099,-122.399615,-122.419601,37.785016,0.429249894,car,dropoff_complete,Wednesday  9:55:41
43679,ignored,37.781099,-122.399615,-122.410739,37.774416,0.516920501,bicycle,dropoff_complete,Monday 11:11:02
46737,rejected,37.781099,-122.399615,-122.400951,37.782249,0.429249894,bicycle,dropoff_complete,Friday  9:48:10
47762,accepted,37.781099,-122.399615,-122.400684,37.787565,0.624063697,bicycle,dropoff_complete,Wednesday 18:58:36
58862,rejected,37.781099,-122.399615,-122.421728,37.764554,0.842448707,bicycle,dropoff_complete,Sunday 15:52:25
59671,ignored,37.781099,-122.399615,-122.422282,37.767886,1.879252216,bicycle,dropoff_complete,Saturday 11:39:21
62154,accepted,37.781099,-122.399615,-122.422198,37.766981,0.74337368,bicycle,dropoff_complete,Thursday 10:43:13
63898,ignored,37.781099,-122.399615,-122.412397,37.780499,0.24565323,bicycle,dropoff_complete,Friday 20:22:31
64690,accepted,37.781099,-122.399615,-122.420036,37.765025,0.934170023,bicycle,dropoff_complete,Friday 10:53:17
65292,rejected,37.781099,-122.399615,-122.391964,37.781866,1.837315284,bicycle,dropoff_complete,Wednesday 12:44:31
65293,ignored,37.781099,-122.399615,-122.402,37.786361,1.837315284,bicycle,dropoff_complete,Wednesday 12:44:07
2016,rejected,37.78109,-122.395297,-122.399725,37.781449,0.867123511,bicycle,dropoff_complete,Wednesday 11:56:44
41078,accepted,37.78109,-122.395297,-122.413434,37.774968,4.443593796,bicycle,dropoff_complete,Saturday 11:07:24
41082,ignored,37.78109,-122.395297,-122.403285,37.78454,4.443593796,bicycle,dropoff_complete,Saturday 11:05:52
42332,rejected,37.78109,-122.395297,-122.402878,37.778188,0.867123511,car,dispatch_failed,Wednesday 11:52:24
5525,rejected,37.781057,-122.463827,-122.462547,37.78296,6.577281093,bicycle,dropoff_complete,Sunday 20:00:51
39302,ignored,37.78105,-122.402484,-122.411458,37.773859,0.491761462,bicycle,dropoff_complete,Thursday 20:56:33
1251,accepted,37.780991,-122.408667,-122.409973,37.780837,1.56720502,bicycle,dropoff_complete,Sunday 13:17:31
4032,ignored,37.780991,-122.408667,-122.42212,37.766436,2.662201207,bicycle,dropoff_complete,Sunday 17:45:51
4660,accepted,37.780991,-122.408667,-122.415145,37.762601,1.544974643,bicycle,dropoff_complete,Tuesday 11:41:36
16249,accepted,37.780991,-122.408667,-122.407913,37.785361,1.092750814,bicycle,dropoff_complete,Friday 12:49:53
23341,accepted,37.780991,-122.408667,,,0.872227639,bicycle,dropoff_complete,Tuesday 12:19:55
24393,rejected,37.780991,-122.408667,-122.39536,37.774859,0.953080806,bicycle,dropoff_complete,Thursday 19:53:36
24394,rejected,37.780991,-122.408667,-122.419435,37.761184,0.953080806,bicycle,dropoff_complete,Thursday 19:53:12
41356,accepted,37.780991,-122.408667,-122.404575,37.779833,0.306859155,bicycle,dropoff_complete,Saturday 17:08:30
41553,ignored,37.780991,-122.408667,-122.46216,37.781257,0.862372467,car,dropoff_complete,Sunday 18:12:55
50869,rejected,37.780991,-122.408667,-122.40352,37.787793,2.687612352,bicycle,dropoff_complete,Wednesday 20:32:24
34807,rejected,37.780915,-122.396277,-122.393878,37.781794,0.590764489,bicycle,dropoff_complete,Tuesday 12:25:10
2270,ignored,37.780878,-122.405664,-122.417958,37.794066,1.311536513,truck,dropoff_complete,Friday 19:14:10
8058,ignored,37.780878,-122.405664,-122.408473,37.76583,2.630055974,car,dropoff_complete,Tuesday 18:06:29
28840,accepted,37.780878,-122.405664,-122.40234,37.784748,1.1689631,bicycle,dropoff_complete,Monday 18:02:01
33197,ignored,37.780878,-122.405664,-122.402154,37.789066,0.919214683,bicycle,dropoff_complete,Thursday 19:40:41
39402,accepted,37.780878,-122.405664,-122.402935,37.780708,1.36997519,car,dropoff_complete,Saturday 19:29:46
5630,rejected,37.780764,-122.469187,-122.462143,37.779743,4.592063865,car,dropoff_complete,Friday 17:30:41
26941,ignored,37.780679,-122.396086,-122.416158,37.752523,1.30268522,bicycle,dropoff_complete,Friday 12:30:36
24287,rejected,37.78062,-122.473277,-122.448225,37.798503,1.316964398,car,dropoff_complete,Wednesday 12:56:34
20696,ignored,37.780417,-122.478117,-122.461439,37.772285,2.097356523,bicycle,dropoff_complete,Monday 19:38:32
49132,accepted,37.780417,-122.478117,-122.459992,37.781066,1.167074622,car,dropoff_complete,Tuesday 17:38:48
113,rejected,37.780358,-122.480913,-122.469112,37.780777,6.851986835,bicycle,dispatch_failed,Sunday 19:00:21
115,rejected,37.780358,-122.480913,-122.438245,37.777425,6.851986835,car,dispatch_failed,Sunday 18:59:36
44767,rejected,37.780358,-122.480913,,,5.657777276,car,dispatch_failed,Sunday 20:40:18
62333,accepted,37.780358,-122.480913,-122.438199,37.805384,6.851986835,car,dropoff_complete,Sunday 19:04:06
62337,ignored,37.780358,-122.480913,-122.437733,37.804273,6.851986835,motorcycle,dropoff_complete,Sunday 19:02:29
65483,rejected,37.78031,-122.485542,-122.425166,37.77646,4.882675077,van,dropoff_complete,Friday 13:45:17
17022,ignored,37.780087,-122.48193,-122.438578,37.800708,5.806327872,car,dropoff_complete,Saturday 18:16:00
51886,accepted,37.780084,-122.4809456,-122.465608,37.765917,2.791725249,car,dropoff_complete,Friday 18:11:42
12400,ignored,37.77994971,-122.4146407,-122.407264,37.785063,0.312928386,bicycle,dispatch_failed,Friday 11:08:59
18993,ignored,37.77981832,-122.4018842,-122.40746,37.784075,1.119751998,bicycle,dropoff_complete,Monday 11:50:25
25740,rejected,37.779806,-122.431675,-122.429153,37.775159,1.301198534,bicycle,dropoff_complete,Sunday 11:57:09
44423,ignored,37.779713,-122.395196,-122.421258,37.752544,0.230718373,bicycle,dropoff_complete,Thursday 19:49:39
69813,rejected,37.779713,-122.395196,-122.418045,37.769731,0.448715495,car,dropoff_complete,Monday 20:56:04
69815,ignored,37.779713,-122.395196,-122.393918,37.778815,0.448715495,car,dropoff_complete,Monday 20:55:19
7660,rejected,37.779698,-122.39476,-122.406142,37.785928,0.439233394,bicycle,dropoff_complete,Tuesday 13:04:00
9853,ignored,37.7791584,-122.3921184,-122.415561,37.781719,2.620957395,bicycle,dropoff_complete,Friday  8:55:57
29661,rejected,37.779061,-122.392844,-122.392768,37.782242,0.434077402,bicycle,dropoff_complete,Saturday 12:33:53
30885,rejected,37.778891,-122.392572,-122.41113,37.780683,0.083678274,bicycle,dropoff_complete,Friday  8:11:09
25406,ignored,37.778797,-122.393761,-122.393284,37.788392,0.214928646,bicycle,dropoff_complete,Friday 11:26:36
46094,ignored,37.778797,-122.393761,-122.399728,37.792287,0.426852736,van,dropoff_complete,Sunday 14:01:35
3368,ignored,37.778182,-122.409657,-122.398441,37.787817,2.704237744,bicycle,dropoff_complete,Wednesday 12:29:16
37716,accepted,37.778182,-122.409657,-122.408606,37.776496,0.573712643,bicycle,dropoff_complete,Tuesday 11:04:43
55047,ignored,37.778182,-122.409657,-122.402095,37.78127,1.418633436,bicycle,dropoff_complete,Friday 11:24:18
55048,accepted,37.778182,-122.409657,-122.411887,37.781177,1.418633436,bicycle,dropoff_complete,Friday 11:23:54
56738,ignored,37.778182,-122.409657,-122.405233,37.758548,1.114784376,car,dropoff_complete,Tuesday 13:06:36
67605,ignored,37.778182,-122.409657,-122.438326,37.800495,2.197546721,bicycle,dropoff_complete,Saturday 12:41:55
67606,rejected,37.778182,-122.409657,-122.417416,37.7767,2.197546721,bicycle,dropoff_complete,Saturday 12:41:32
6856,rejected,37.778176,-122.415425,-122.410115,37.780661,2.127637357,bicycle,dropoff_complete,Friday 13:49:23
64886,ignored,37.77812659,-122.3922873,-122.403166,37.784538,0.94463138,bicycle,dropoff_complete,Wednesday 11:27:09
64887,ignored,37.77812659,-122.3922873,-122.400073,37.784801,0.94463138,bicycle,dropoff_complete,Wednesday 11:26:47
16454,ignored,37.7778818,-122.3925176,-122.403261,37.782766,2.185358939,bicycle,dropoff_complete,Monday 18:56:16
44191,accepted,37.777814,-122.423098,-122.403396,37.764562,1.642793318,bicycle,dropoff_complete,Saturday 22:35:59
69073,ignored,37.777814,-122.423098,-122.423253,37.76594,2.451282163,car,dropoff_complete,Tuesday 19:10:37
69075,rejected,37.777814,-122.423098,-122.412173,37.785028,2.451282163,bicycle,dropoff_complete,Tuesday 19:09:52
318,ignored,37.777535,-122.438336,-122.447569,37.773199,2.614300328,scooter,dropoff_complete,Saturday 18:39:44
319,ignored,37.777535,-122.438336,-122.428997,37.774672,2.614300328,bicycle,dropoff_complete,Saturday 18:39:20
830,rejected,37.777535,-122.438336,-122.424737,37.777093,1.487411035,car,dropoff_complete,Thursday 18:11:40
832,rejected,37.777535,-122.438336,-122.429179,37.77512,1.487411035,bicycle,dropoff_complete,Thursday 18:10:53
1846,rejected,37.777535,-122.438336,-122.440294,37.784195,0.561038954,bicycle,dropoff_complete,Saturday 17:58:24
1925,ignored,37.777535,-122.438336,-122.427194,37.771563,0.85288136,bicycle,dropoff_complete,Sunday 18:44:26
1930,ignored,37.777535,-122.438336,-122.426213,37.775862,0.85288136,bicycle,dropoff_complete,Sunday 18:42:29
5181,accepted,37.777535,-122.438336,-122.451819,37.78676,4.095426621,car,dropoff_complete,Wednesday 18:58:07
8184,ignored,37.777535,-122.438336,-122.437438,37.798334,1.504724947,bicycle,dispatch_failed,Saturday 20:13:51
8185,ignored,37.777535,-122.438336,-122.419259,37.782856,1.504724947,bicycle,dispatch_failed,Saturday 20:13:29
8191,ignored,37.777535,-122.438336,-122.439127,37.774221,1.504724947,bicycle,dispatch_failed,Saturday 20:11:14
12352,ignored,37.777535,-122.438336,-122.43627,37.759155,2.608791819,bicycle,dropoff_complete,Thursday 19:06:33
15894,rejected,37.777535,-122.438336,-122.430956,37.774231,2.850580206,bicycle,dropoff_complete,Saturday 18:04:33
18884,ignored,37.777535,-122.438336,-122.455595,37.781595,2.677651761,bicycle,dropoff_complete,Sunday 21:10:56
20276,accepted,37.777535,-122.438336,-122.443269,37.77425,2.622986411,car,dropoff_complete,Wednesday 18:24:03
22302,ignored,37.777535,-122.438336,-122.423972,37.774917,4.048777309,bicycle,dropoff_complete,Sunday 17:57:59
23491,ignored,37.777535,-122.438336,-122.417177,37.777029,2.434242557,bicycle,dropoff_complete,Tuesday 19:19:18
24546,rejected,37.777535,-122.438336,-122.422768,37.772182,3.12033972,bicycle,dropoff_complete,Saturday 18:08:02
24547,rejected,37.777535,-122.438336,-122.437848,37.77995,3.12033972,bicycle,dropoff_complete,Saturday 18:07:39
28353,ignored,37.777535,-122.438336,-122.401278,37.78211,0.611190077,bicycle,dropoff_complete,Saturday 19:46:37
33136,accepted,37.777535,-122.438336,-122.416532,37.775574,1.363948928,bicycle,dropoff_complete,Saturday 20:10:47
37526,ignored,37.777535,-122.438336,-122.429858,37.776748,3.594147473,bicycle,dropoff_complete,Sunday 18:34:30
38519,rejected,37.777535,-122.438336,-122.430956,37.774234,2.365414378,bicycle,dropoff_complete,Thursday 18:07:16
39089,rejected,37.777535,-122.438336,-122.478264,37.776625,1.504724947,car,dispatch_failed,Saturday 20:10:25
39094,ignored,37.777535,-122.438336,-122.43849,37.777557,1.504724947,bicycle,dispatch_failed,Saturday 20:08:33
39095,ignored,37.777535,-122.438336,-122.439127,37.774221,1.504724947,bicycle,dispatch_failed,Saturday 20:08:10
39501,ignored,37.777535,-122.438336,-122.443781,37.767976,2.079121867,van,dropoff_complete,Friday 19:01:18
41171,ignored,37.777535,-122.438336,-122.421499,37.777043,2.765337484,bicycle,dropoff_complete,Friday 18:38:45
41215,accepted,37.777535,-122.438336,-122.433536,37.787558,1.363948928,bicycle,dropoff_complete,Sunday 14:39:43
41218,ignored,37.777535,-122.438336,-122.422333,37.764982,1.363948928,bicycle,dropoff_complete,Sunday 14:38:33
43020,ignored,37.777535,-122.438336,-122.449748,37.772218,1.544860786,bicycle,dropoff_complete,Saturday 19:24:41
46944,rejected,37.777535,-122.438336,-122.428521,37.773874,1.584833303,bicycle,dispatch_failed,Friday 16:53:56
46948,ignored,37.777535,-122.438336,-122.424275,37.761509,1.584833303,bicycle,dispatch_failed,Friday 16:52:26
60468,ignored,37.777535,-122.438336,-122.429083,37.775166,1.661595538,bicycle,dropoff_complete,Saturday 18:20:26
67440,rejected,37.777535,-122.438336,-122.449422,37.771313,0.404491696,bicycle,dropoff_complete,Saturday 20:13:50
45519,ignored,37.777469,-122.416118,-122.416354,37.766795,0.291835,bicycle,dropoff_complete,Thursday  9:50:27
43514,ignored,37.777391,-122.44179,-122.459939,37.781081,0.687688977,bicycle,dropoff_complete,Friday 19:25:00
43515,rejected,37.777391,-122.44179,-122.434923,37.788728,0.687688977,motorcycle,dropoff_complete,Friday 19:24:36
56335,ignored,37.777391,-122.44179,-122.434109,37.788827,0.687688977,motorcycle,dispatch_failed,Friday 19:22:04
56337,ignored,37.777391,-122.44179,-122.421566,37.762087,0.687688977,bicycle,dispatch_failed,Friday 19:21:18
6445,ignored,37.77734756,-122.3929443,-122.403288,37.78495,2.027567816,bicycle,dropoff_complete,Wednesday 17:47:20
15509,ignored,37.77734756,-122.3929443,-122.406948,37.798233,0.76832502,bicycle,dropoff_complete,Friday 20:33:25
15510,rejected,37.77734756,-122.3929443,-122.392496,37.786595,0.76832502,bicycle,dropoff_complete,Friday 20:32:54
19626,accepted,37.77734756,-122.3929443,-122.403571,37.773079,0.604458098,bicycle,dropoff_complete,Saturday 13:20:22
46870,ignored,37.77734756,-122.3929443,-122.426554,37.760851,4.056875674,bicycle,dropoff_complete,Wednesday 15:53:45
53351,ignored,37.77734756,-122.3929443,-122.410427,37.765964,0.390289765,car,dropoff_complete,Saturday 20:01:03
44298,accepted,37.77733982,-122.4231311,-122.439339,37.785314,0.901366437,van,dropoff_complete,Friday 18:28:08
578,ignored,37.777329,-122.423004,-122.40796,37.771708,2.818508,bicycle,dropoff_complete,Saturday 17:58:47
580,accepted,37.777329,-122.423004,-122.440563,37.779417,2.818508,car,dropoff_complete,Saturday 17:57:59
18154,ignored,37.777329,-122.423004,-122.430965,37.774275,1.940366199,bicycle,dropoff_complete,Friday 18:30:47
20551,ignored,37.777329,-122.423004,-122.421225,37.752481,1.124028212,bicycle,dropoff_complete,Saturday 19:02:24
20552,accepted,37.777329,-122.423004,-122.406059,37.78068,1.124028212,bicycle,dropoff_complete,Saturday 19:02:02
35971,accepted,37.777329,-122.423004,-122.430673,37.77253,0.208137034,bicycle,dropoff_complete,Saturday 12:33:56
67593,ignored,37.7773,-122.463695,-122.458316,37.775329,0.555406445,bicycle,dropoff_complete,Wednesday 16:53:33
2063,accepted,37.777235,-122.463313,-122.449734,37.797476,1.677888212,car,dropoff_complete,Friday 19:56:14
24122,ignored,37.777235,-122.463313,-122.468176,37.763981,3.450771588,bicycle,dropoff_complete,Saturday 17:13:24
28807,rejected,37.777235,-122.463313,-122.477722,37.763784,2.622410035,car,dropoff_complete,Friday 19:58:13
36345,rejected,37.777235,-122.463313,-122.439796,37.778567,2.347473219,truck,dropoff_complete,Saturday 17:42:31
36346,ignored,37.777235,-122.463313,-122.440925,37.776517,2.347473219,bicycle,dropoff_complete,Saturday 17:42:08
4849,accepted,37.777108,-122.421643,-122.398647,37.783032,6.380588947,car,dropoff_complete,Saturday 18:03:20
24754,rejected,37.777108,-122.421643,-122.415251,37.773236,2.887267916,bicycle,dropoff_complete,Friday 18:14:10
35179,ignored,37.777108,-122.421643,-122.39871,37.783994,0.782826531,bicycle,dropoff_complete,Sunday 20:06:06
55595,ignored,37.777108,-122.421643,-122.41798,37.785255,1.469129557,car,dropoff_complete,Thursday 19:41:19
13888,ignored,37.777089,-122.421494,-122.427618,37.778287,0.285559262,bicycle,dropoff_complete,Tuesday 19:47:00
13889,accepted,37.777089,-122.421494,-122.429891,37.776746,0.285559262,bicycle,dropoff_complete,Tuesday 19:46:37
39475,accepted,37.777089,-122.421494,-122.423258,37.771924,1.009005423,car,dropoff_complete,Monday 18:47:48
39477,rejected,37.777089,-122.421494,-122.429874,37.77671,1.009005423,bicycle,dropoff_complete,Monday 18:47:00
43057,accepted,37.777081,-122.422561,-122.430045,37.779171,2.687446452,car,dropoff_complete,Tuesday 13:37:44
43058,ignored,37.777081,-122.422561,-122.417942,37.774717,2.687446452,bicycle,dropoff_complete,Tuesday 13:37:20
5962,ignored,37.777052,-122.395104,-122.402104,37.786467,1.495660311,bicycle,dropoff_complete,Tuesday 20:09:18
53024,rejected,37.777052,-122.395104,-122.411549,37.784693,1.861118542,bicycle,dropoff_complete,Tuesday 19:46:39
20774,rejected,37.77689,-122.423049,-122.428866,37.774798,1.584456361,bicycle,dropoff_complete,Sunday 18:08:18
26581,accepted,37.77689,-122.423049,-122.405452,37.771222,0.426329436,bicycle,dropoff_complete,Friday 19:00:40
26584,rejected,37.77689,-122.423049,-122.41784,37.795527,0.426329436,truck,dropoff_complete,Friday 18:59:22
62342,ignored,37.776889,-122.438401,-122.430454,37.780403,0.239558234,bicycle,dropoff_complete,Friday 20:53:23
15799,ignored,37.776784,-122.437796,-122.424407,37.766993,2.492427477,car,dropoff_complete,Thursday 20:01:31
646,rejected,37.776732,-122.423629,-122.418042,37.787369,2.763834163,bicycle,dropoff_complete,Wednesday 11:11:02
